day,time_to_change_hours,Team,Service
2023-12-12 00:00:00.000000,264,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,265,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,267,itcm,claims-backend--afc52189
2023-12-08 00:00:00.000000,151,itcm,agreement-search--3f05ae50
2023-12-08 00:00:00.000000,151,itcm,agreement-search--a2a7dafd
2023-12-12 00:00:00.000000,282,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,284,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,283,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,284,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,283,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,285,itcm,claims-backend--afc52189
2024-01-04 00:00:00.000000,823,itcm,comment-ui--feed524c
2024-01-04 00:00:00.000000,823,itcm,comment-ui--07935f4f
2023-12-08 00:00:00.000000,173,itcm,agreement-search--3f05ae50
2023-12-08 00:00:00.000000,173,itcm,agreement-search--a2a7dafd
2023-12-12 00:00:00.000000,288,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,290,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,288,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,290,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,288,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,290,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,290,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,292,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,291,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,292,itcm,claims-backend--afc52189
2023-12-01 00:00:00.000000,7,itcm,agreement-search--a2a7dafd
2023-12-01 00:00:00.000000,7,itcm,agreement-search--3f05ae50
2023-12-01 00:00:00.000000,7,itcm,agreement-search--a2a7dafd
2023-12-01 00:00:00.000000,7,itcm,agreement-search--3f05ae50
2023-12-06 00:00:00.000000,149,itcm,agreement-masterdata--59e37975
2023-12-06 00:00:00.000000,149,itcm,agreement-masterdata--1cd05173
2023-12-01 00:00:00.000000,21,itcm,agreement-search--a2a7dafd
2023-12-01 00:00:00.000000,21,itcm,agreement-search--3f05ae50
2023-12-12 00:00:00.000000,306,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,308,itcm,claims-backend--afc52189
2023-12-01 00:00:00.000000,22,itcm,agreement-search--a2a7dafd
2023-12-01 00:00:00.000000,22,itcm,agreement-search--3f05ae50
2023-12-12 00:00:00.000000,306,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,308,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,307,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,309,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,307,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,309,itcm,claims-backend--afc52189
2023-11-30 00:00:00.000000,17,itcm,agreement-masterdata--59e37975
2023-11-30 00:00:00.000000,17,itcm,agreement-masterdata--1cd05173
2023-11-30 00:00:00.000000,17,itcm,agreement-masterdata--59e37975
2023-11-30 00:00:00.000000,17,itcm,agreement-masterdata--1cd05173
2023-12-01 00:00:00.000000,26,itcm,agreement-search--a2a7dafd
2023-12-01 00:00:00.000000,26,itcm,agreement-search--3f05ae50
2023-12-01 00:00:00.000000,26,itcm,agreement-search--a2a7dafd
2023-12-01 00:00:00.000000,26,itcm,agreement-search--3f05ae50
2023-12-12 00:00:00.000000,310,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,312,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,311,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,313,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,313,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,313,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,315,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,315,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,313,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,313,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,313,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,315,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,315,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,315,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,313,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,313,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,315,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,315,itcm,claims-backend--afc52189
2023-12-01 00:00:00.000000,30,itcm,agreement-search--a2a7dafd
2023-12-01 00:00:00.000000,30,itcm,agreement-search--3f05ae50
2023-12-08 00:00:00.000000,199,itcm,agreement-search--3f05ae50
2023-12-08 00:00:00.000000,199,itcm,agreement-search--a2a7dafd
2023-11-29 00:00:00.000000,4,itcm,agreement-masterdata--59e37975
2023-11-29 00:00:00.000000,4,itcm,agreement-masterdata--1cd05173
2023-12-12 00:00:00.000000,331,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,332,itcm,claims-backend--afc52189
2023-11-29 00:00:00.000000,0,itcm,agreement-masterdata--59e37975
2023-11-29 00:00:00.000000,21,itcm,agreement-masterdata--59e37975
2023-11-29 00:00:00.000000,0,itcm,agreement-masterdata--59e37975
2023-11-29 00:00:00.000000,21,itcm,agreement-masterdata--1cd05173
2023-12-12 00:00:00.000000,331,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,333,itcm,claims-backend--afc52189
2023-11-29 00:00:00.000000,22,itcm,agreement-masterdata--59e37975
2023-11-29 00:00:00.000000,22,itcm,agreement-masterdata--1cd05173
2023-12-12 00:00:00.000000,333,itcm,claims-backend--c3cc11bd
2023-12-12 00:00:00.000000,335,itcm,claims-backend--afc52189
2023-12-12 00:00:00.000000,333,itcm,claims-backend--c3cc11bd
