day,deployments,Team,Service
2023-09-15 00:00:00.000000,4d54285c-f973-4b95-9b37-8df3f74d6c2d,cic,All Services
2024-04-30 00:00:00.000000,0c577d91-e59e-416b-968f-045b58e83ef2,itcm,All Services
2024-04-11 00:00:00.000000,85ad6fd2-b968-4ba7-9450-454202f73110,itcm,All Services
2024-05-06 00:00:00.000000,b41d2c00-ea3c-40cb-b3f7-ba0666a45f29,itcm,All Services
2023-11-07 00:00:00.000000,01b42134-0a9a-4221-a795-6681ff51b587,cic,All Services
2023-09-27 00:00:00.000000,b0d4604d-45a9-4e06-a5f3-c9b35b2af934,cic,All Services
2023-11-21 00:00:00.000000,fd445287-f204-4efa-9621-aeb0c84672e9,itcm,All Services
2024-01-02 00:00:00.000000,58856a02-e176-4e32-9427-3f6a906b9027,itcm,All Services
2023-09-14 00:00:00.000000,50900c83-e613-475e-87bd-06e18eb32850,cic,All Services
2023-09-15 00:00:00.000000,d244e39d-81a2-452d-ae78-1596d054359e,cic,All Services
2024-01-17 00:00:00.000000,95db95aa-fa41-4873-a8e4-f8eff3543daf,itcm,All Services
2024-01-17 00:00:00.000000,25cd76cd-55d0-4af8-b89e-9cc8036e9031,itcm,All Services
2024-03-06 00:00:00.000000,7726e2e3-7220-4ec1-817b-66218189fc3f,itcm,All Services
2024-05-16 00:00:00.000000,12a5db9e-72c4-4968-b8d1-3412547a7522,itcm,All Services
2024-05-13 00:00:00.000000,dd6a8db3-858d-4eab-806d-d9fde63c1f4f,itcm,All Services
2024-03-27 00:00:00.000000,faf3c6a3-b355-4d88-94cd-5d4560540779,itcm,All Services
2024-03-27 00:00:00.000000,c30e8b3f-3d63-45d8-b71c-2d324ca5e119,itcm,All Services
2023-12-12 00:00:00.000000,b74e2cbb-6a90-4c63-90fa-c2ab92ad7713,cic,All Services
2023-11-08 00:00:00.000000,45dbd37a-9c23-4daf-8d06-ddc2881159e3,itcm,All Services
2024-05-16 00:00:00.000000,1296e274-7790-453d-b2ee-43702f22eb90,itcm,All Services
2024-01-16 00:00:00.000000,d1d072e5-4961-4618-8080-ca1b95298fc2,cic,All Services
2023-09-25 00:00:00.000000,4e29d61e-303f-48aa-875e-497247275d57,cic,All Services
2024-01-18 00:00:00.000000,b12a3155-9412-4fff-bab9-119090eb19aa,cic,All Services
2024-03-27 00:00:00.000000,4d09d23e-28b4-4f68-bcca-b7e39df71af6,itcm,All Services
2023-11-07 00:00:00.000000,4ec28074-a8c6-4a2d-aeca-391ba64a692f,cic,All Services
2024-03-12 00:00:00.000000,294818dc-956a-4655-afda-f302e23a3ba4,itcm,All Services
2024-05-07 00:00:00.000000,94027848-18b8-453d-b545-78cae35847f8,itcm,All Services
2023-12-08 00:00:00.000000,bc80eb40-478d-45e2-8357-30a30a4dc0b7,itcm,All Services
2024-05-02 00:00:00.000000,3d023401-b494-4220-b4f5-ea006301fdfa,itcm,All Services
2023-10-13 00:00:00.000000,5f577481-a4cf-40a8-a4ee-69b538b26059,cic,All Services
2023-09-15 00:00:00.000000,6f8940a9-141c-4c88-bbed-924c7ef21044,cic,All Services
2024-05-01 00:00:00.000000,f0d87aff-9777-483f-b524-2fb0e52a8d7f,itcm,All Services
2023-12-12 00:00:00.000000,7c015cef-3cd4-464f-b5cf-7febd8f7ffda,cic,All Services
2023-12-04 00:00:00.000000,09086ff1-5348-475d-8962-4454ebae5350,itcm,All Services
2024-05-13 00:00:00.000000,7648d11b-c03d-4f91-8a73-f596bf2374f0,itcm,All Services
2024-05-08 00:00:00.000000,8b6f8098-1135-46cf-98d7-fa257169ec2c,itcm,All Services
2023-12-12 00:00:00.000000,1204482f-bf2a-4240-a657-8b7f4a102bd8,itcm,All Services
2024-01-04 00:00:00.000000,57bbc2dd-546c-4236-966e-3c5b2b291e5e,itcm,All Services
2024-04-23 00:00:00.000000,90b1d947-49fd-4748-81db-9a6260347e4d,itcm,All Services
2024-01-09 00:00:00.000000,a5e72217-a4e2-489f-b122-ea2e40c75abf,itcm,All Services
2023-09-22 00:00:00.000000,e37b1133-f0df-4467-9bb7-ccb607b3ec28,cic,All Services
2023-08-29 00:00:00.000000,789f65f4-0dd0-474f-a2e1-be3b462a1e10,cic,All Services
2024-04-05 00:00:00.000000,7c8d2f5c-8405-49b6-a9a3-e61c7d7087cb,itcm,All Services
2023-11-21 00:00:00.000000,fcde4a1d-6af4-49bd-b0f0-e35e85d7eb09,itcm,All Services
2024-02-27 00:00:00.000000,58afc5db-1437-4dfd-b43c-ff961d8de460,itcm,All Services
2024-05-09 00:00:00.000000,9a7837df-1448-4560-a478-2bcc1ce5e957,itcm,All Services
2024-05-07 00:00:00.000000,709d64f0-4e82-4e74-a7b0-09fbf2096617,itcm,All Services
2023-12-12 00:00:00.000000,6ac847b8-238c-424c-999e-52da411639d8,itcm,All Services
2023-11-22 00:00:00.000000,435a154d-8ded-4573-9876-02704238bd8c,itcm,All Services
2024-05-06 00:00:00.000000,cb8d12a5-96c7-4aeb-b247-b7685b582209,itcm,All Services
2024-03-13 00:00:00.000000,5d4c2815-d7ef-4a7e-b60b-b214309429b7,itcm,All Services
2024-05-07 00:00:00.000000,8e005551-5b02-45da-8717-627184459d0e,itcm,All Services
2023-08-29 00:00:00.000000,71e9369f-568f-4126-aac8-2b970253db03,cic,All Services
2024-04-10 00:00:00.000000,c44fc880-78fb-471f-8ad3-242965e00927,itcm,All Services
2024-05-07 00:00:00.000000,16ca637a-f6e2-4db9-8044-a369fa3fcd51,itcm,All Services
2024-01-16 00:00:00.000000,82bc3eb8-ffb0-4703-8906-ebadf3a85f06,cic,All Services
2024-03-27 00:00:00.000000,58cab810-d204-4572-962a-f5872633d0a6,itcm,All Services
2024-05-01 00:00:00.000000,ff62f250-e12b-49f6-bcc8-323e4de1ff2f,itcm,All Services
2024-04-15 00:00:00.000000,246c89ea-f214-4201-83a2-0dae99e4ac2b,itcm,All Services
2024-04-11 00:00:00.000000,8640c57c-6c4c-4bf3-9c83-2db8c3815a5b,itcm,All Services
2024-01-22 00:00:00.000000,9f497fc7-4299-4b26-8f6e-9f6c60d199e2,cic,All Services
2023-12-07 00:00:00.000000,4cc20e5f-3076-40e1-bc04-4732102c84d3,itcm,All Services
2024-05-17 00:00:00.000000,260f4732-38d2-488a-bd48-91a2399c9126,itcm,All Services
